product_id,product_name,category,brand,unit_price,cost_price,is_active,created_date
PROD00314,PeakFit T-Shirt,Fashion,PeakFit,152.61,117.29,true,2023-01-14
PROD00315,ZenStyle Jacket,Fashion,ZenStyle,307.93,203.65,true,2024-10-17
PROD00316,PeakFit Jeans,Fashion,PeakFit,238.13,174.85,true,2022-11-21
PROD00317,BrightKart Jacket,Fashion,BrightKart,84.78,70.65,false,2021-07-08
PROD00318,AeroWave Sneakers,Fashion,AeroWave,478.17,270.32,true,2022-02-27
PROD00319,HomeNest Sneakers,Fashion,HomeNest,179.51,109.72,true,2021-11-21
PROD00320,PeakFit Jacket,Fashion,PeakFit,390.26,296.51,true,2023-07-15
PROD00321,PeakFit Jeans,Fashion,PeakFit,201.68,125.76,true,2021-06-01
PROD00322,ZenStyle Sneakers,Fashion,ZenStyle,237.43,178.47,true,2022-11-18
PROD00323,GlowCare Jeans,Fashion,GlowCare,275.64,218.6,true,2023-01-08
PROD00324,GlowCare Jacket,Fashion,GlowCare,362.74,291.18,true,2024-05-22
PROD00325,NovaTech Backpack,Fashion,NovaTech,150.39,115.76,true,2024-06-18
PROD00326,NovaTech Jacket,Fashion,NovaTech,267.19,209.91,true,2024-06-28
PROD00327,UrbanLine Jeans,Fashion,UrbanLine,43.69,37.02,true,2023-02-18
PROD00328,PrimeEdge Jeans,Fashion,PrimeEdge,232.32,182.88,true,2021-07-16
PROD00329,GlowCare Sneakers,Fashion,GlowCare,321.67,244.47,true,2022-12-13
PROD00330,HomeNest Sneakers,Fashion,HomeNest,367.44,252.98,true,2024-12-12
PROD00331,CoreMax Jacket,Fashion,CoreMax,21.56,12.89,true,2022-11-25
PROD00332,AeroWave Sneakers,Fashion,AeroWave,464.29,295.88,true,2023-05-25
PROD00333,GlowCare Sneakers,Fashion,GlowCare,276.65,191.93,false,2023-07-09
PROD00334,ZenStyle Backpack,Fashion,ZenStyle,112.48,81.68,true,2021-11-28
PROD00335,NovaTech Backpack,Fashion,NovaTech,375.49,220.71,true,2023-02-27
PROD00336,ZenStyle Jeans,Fashion,ZenStyle,150.49,101.35,false,2023-10-11
PROD00337,NovaTech Sneakers,Fashion,NovaTech,420.02,243.01,true,2023-12-07
PROD00338,ZenStyle Jacket,Fashion,ZenStyle,458.04,278.29,true,2021-04-27
PROD00339,AeroWave T-Shirt,Fashion,AeroWave,242.51,161.33,true,2023-06-19
PROD00340,GlowCare Backpack,Fashion,GlowCare,140.37,115.07,false,2022-04-01
PROD00341,BrightKart Sneakers,Fashion,BrightKart,231.2,147.29,false,2024-06-17
PROD00342,ZenStyle Jeans,Fashion,ZenStyle,134.46,104.18,true,2021-02-11
PROD00343,PrimeEdge Jeans,Fashion,PrimeEdge,400.95,288.6,false,2024-08-05
PROD00344,AeroWave Jeans,Fashion,AeroWave,44.09,26.75,true,2022-12-20
PROD00345,AeroWave T-Shirt,Fashion,AeroWave,82.59,65.15,false,2022-05-19
PROD00346,HomeNest T-Shirt,Fashion,HomeNest,240.5,206.78,true,2022-10-01
PROD00347,UrbanLine Sneakers,Fashion,UrbanLine,275.76,188.42,false,2024-09-06
PROD00348,NovaTech T-Shirt,Fashion,NovaTech,99.02,67.34,true,2021-01-30
PROD00349,HomeNest Backpack,Fashion,HomeNest,81.78,50.34,true,2024-04-26
PROD00350,UrbanLine T-Shirt,Fashion,UrbanLine,416.98,288.28,true,2021-03-11
PROD00351,NovaTech Jacket,Fashion,NovaTech,228.15,187.64,true,2023-04-24
PROD00352,NovaTech Backpack,Fashion,NovaTech,244.91,167.81,true,2023-09-02
PROD00353,BrightKart T-Shirt,Fashion,BrightKart,402.6,241.58,true,2022-12-08
PROD00354,ZenStyle Jeans,Fashion,ZenStyle,168.76,96.31,true,2021-03-30
PROD00355,PrimeEdge Jacket,Fashion,PrimeEdge,460.35,274.07,true,2022-08-22
PROD00356,PrimeEdge T-Shirt,Fashion,PrimeEdge,246.96,208.27,true,2022-03-18
PROD00357,BrightKart Sneakers,Fashion,BrightKart,201.27,117.48,true,2021-01-18
PROD00358,NovaTech T-Shirt,Fashion,NovaTech,219.72,160.36,true,2023-07-19
PROD00359,ZenStyle T-Shirt,Fashion,ZenStyle,27.22,23.4,true,2021-11-03
PROD00360,UrbanLine Jeans,Fashion,UrbanLine,77.31,54.94,true,2024-06-11
PROD00361,UrbanLine Sneakers,Fashion,UrbanLine,298.29,254.24,true,2024-01-24
PROD00362,PrimeEdge Jacket,Fashion,PrimeEdge,83.18,62.8,false,2021-08-18
PROD00363,ZenStyle Jacket,Fashion,ZenStyle,198.83,133.73,true,2021-05-13
PROD00364,GlowCare T-Shirt,Fashion,GlowCare,223.6,186.09,true,2022-04-15
PROD00365,PeakFit Backpack,Fashion,PeakFit,310.96,224.39,false,2023-02-20
PROD00366,PrimeEdge Jeans,Fashion,PrimeEdge,416.29,281.38,true,2021-09-06
PROD00367,PeakFit Jacket,Fashion,PeakFit,64.19,37.02,true,2021-02-10
PROD00368,GlowCare Sneakers,Fashion,GlowCare,426.75,256.87,false,2023-03-11
PROD00369,NovaTech Sneakers,Fashion,NovaTech,469.43,291.76,true,2021-06-21
PROD00370,AeroWave Jeans,Fashion,AeroWave,331.59,250.98,true,2021-04-14
PROD00371,AeroWave Jacket,Fashion,AeroWave,333.45,187.22,true,2021-12-16
PROD00372,GlowCare Jeans,Fashion,GlowCare,244.26,197.0,true,2022-05-17
PROD00373,HomeNest Jeans,Fashion,HomeNest,56.63,39.03,true,2022-08-12
PROD00374,ZenStyle Jacket,Fashion,ZenStyle,481.0,283.19,true,2021-11-11
PROD00375,NovaTech Jeans,Fashion,NovaTech,196.92,123.18,false,2024-07-29
PROD00376,HomeNest T-Shirt,Fashion,HomeNest,54.0,36.23,true,2023-05-22
PROD00377,GlowCare Sneakers,Fashion,GlowCare,198.66,157.83,true,2023-09-29
PROD00378,ZenStyle T-Shirt,Fashion,ZenStyle,424.7,274.05,true,2022-09-05
PROD00379,HomeNest Jacket,Fashion,HomeNest,21.72,14.23,true,2023-05-05
PROD00380,BrightKart Jacket,Fashion,BrightKart,78.9,56.52,true,2024-12-23
PROD00381,GlowCare Jacket,Fashion,GlowCare,390.99,254.08,true,2022-06-11
PROD00382,BrightKart T-Shirt,Fashion,BrightKart,166.99,92.85,true,2022-06-11
PROD00383,GlowCare Backpack,Fashion,GlowCare,385.13,221.21,true,2023-08-17
PROD00384,HomeNest T-Shirt,Fashion,HomeNest,360.77,207.92,true,2021-08-16
PROD00385,GlowCare Jeans,Fashion,GlowCare,80.25,54.36,false,2022-03-10
PROD00386,CoreMax Jeans,Fashion,CoreMax,396.52,273.13,true,2021-10-27
PROD00387,BrightKart Jacket,Fashion,BrightKart,177.58,130.74,true,2024-07-17
PROD00388,ZenStyle Jeans,Fashion,ZenStyle,427.34,259.07,true,2023-05-28
PROD00389,GlowCare Sneakers,Fashion,GlowCare,249.56,196.05,true,2021-02-27
PROD00390,GlowCare T-Shirt,Fashion,GlowCare,105.01,73.94,false,2022-08-25
PROD00391,CoreMax Jeans,Fashion,CoreMax,374.88,297.07,true,2021-10-07
PROD00392,AeroWave Sneakers,Fashion,AeroWave,282.11,218.36,true,2023-05-05
PROD00393,PeakFit Jeans,Fashion,PeakFit,347.87,233.39,true,2023-01-18
PROD00394,GlowCare Sneakers,Fashion,GlowCare,286.55,183.41,true,2022-03-29
PROD00395,NovaTech Backpack,Fashion,NovaTech,49.9,38.35,true,2024-08-01
PROD00396,PrimeEdge T-Shirt,Fashion,PrimeEdge,38.86,28.01,true,2023-09-14
PROD00397,GlowCare T-Shirt,Fashion,GlowCare,322.89,263.61,true,2022-12-31
PROD00398,BrightKart T-Shirt,Fashion,BrightKart,324.67,252.13,true,2022-05-14
PROD00399,PeakFit Sneakers,Fashion,PeakFit,204.21,166.9,true,2023-08-06
PROD00400,NovaTech Sneakers,Fashion,NovaTech,208.76,175.17,true,2024-05-14
PROD00401,NovaTech Cleanser,Beauty,NovaTech,163.48,113.89,false,2021-10-08
PROD00402,UrbanLine Cleanser,Beauty,UrbanLine,28.78,16.35,true,2021-07-09
PROD00403,PrimeEdge Moisturizer,Beauty,PrimeEdge,345.09,257.21,true,2021-03-14
PROD00404,ZenStyle Serum,Beauty,ZenStyle,117.02,71.46,true,2022-11-19
PROD00405,GlowCare Perfume,Beauty,GlowCare,75.39,48.08,true,2024-02-08
PROD00406,PeakFit Perfume,Beauty,PeakFit,150.71,117.88,true,2023-03-18
PROD00407,HomeNest Serum,Beauty,HomeNest,255.24,210.02,true,2022-05-20
PROD00408,ZenStyle Moisturizer,Beauty,ZenStyle,179.77,105.21,true,2023-09-02
PROD00409,UrbanLine Cleanser,Beauty,UrbanLine,149.06,83.51,true,2023-06-04
PROD00410,PrimeEdge Shampoo,Beauty,PrimeEdge,116.83,70.12,true,2023-02-21
PROD00411,HomeNest Cleanser,Beauty,HomeNest,197.72,154.33,true,2021-05-10
PROD00412,GlowCare Serum,Beauty,GlowCare,264.86,214.06,true,2024-05-03
PROD00413,NovaTech Cleanser,Beauty,NovaTech,146.77,109.95,true,2022-06-16
PROD00414,PrimeEdge Perfume,Beauty,PrimeEdge,157.19,91.38,true,2023-11-07
PROD00415,PeakFit Serum,Beauty,PeakFit,269.63,197.25,false,2023-07-28
PROD00416,PrimeEdge Perfume,Beauty,PrimeEdge,210.13,165.24,true,2022-11-28
PROD00417,NovaTech Cleanser,Beauty,NovaTech,386.71,219.78,true,2021-09-08
PROD00418,UrbanLine Moisturizer,Beauty,UrbanLine,143.57,93.56,true,2021-08-31
PROD00419,ZenStyle Serum,Beauty,ZenStyle,267.87,160.39,true,2022-03-04
PROD00420,AeroWave Moisturizer,Beauty,AeroWave,209.42,134.85,true,2023-02-27
PROD00421,PrimeEdge Serum,Beauty,PrimeEdge,94.85,57.13,true,2024-03-06
PROD00422,NovaTech Shampoo,Beauty,NovaTech,23.16,14.6,true,2024-09-02
PROD00423,HomeNest Cleanser,Beauty,HomeNest,308.52,180.48,true,2024-08-02
PROD00424,HomeNest Serum,Beauty,HomeNest,234.24,139.06,true,2021-08-05
PROD00425,PeakFit Cleanser,Beauty,PeakFit,144.84,96.88,true,2021-03-07
PROD00426,UrbanLine Shampoo,Beauty,UrbanLine,273.09,222.74,true,2022-12-20
PROD00427,HomeNest Serum,Beauty,HomeNest,279.9,201.78,true,2023-04-23
PROD00428,PrimeEdge Cleanser,Beauty,PrimeEdge,235.62,191.43,true,2022-11-27
PROD00429,GlowCare Perfume,Beauty,GlowCare,146.25,96.88,true,2023-09-02
PROD00430,UrbanLine Serum,Beauty,UrbanLine,129.32,73.14,false,2022-03-18
PROD00431,PrimeEdge Perfume,Beauty,PrimeEdge,35.28,29.73,true,2022-07-25
PROD00432,AeroWave Shampoo,Beauty,AeroWave,215.01,132.8,true,2022-03-13
PROD00433,GlowCare Serum,Beauty,GlowCare,105.57,63.74,true,2023-06-01
PROD00434,NovaTech Shampoo,Beauty,NovaTech,302.39,195.01,true,2023-05-12
PROD00435,CoreMax Serum,Beauty,CoreMax,144.89,91.51,true,2023-09-13
PROD00436,AeroWave Moisturizer,Beauty,AeroWave,111.29,70.56,true,2021-04-07
PROD00437,AeroWave Serum,Beauty,AeroWave,21.92,15.66,false,2024-04-29
PROD00438,CoreMax Shampoo,Beauty,CoreMax,166.41,97.55,true,2023-11-27
PROD00439,GlowCare Perfume,Beauty,GlowCare,129.43,90.94,false,2022-04-30
PROD00440,UrbanLine Moisturizer,Beauty,UrbanLine,42.93,30.71,true,2022-10-13
PROD00441,PeakFit Moisturizer,Beauty,PeakFit,202.26,119.12,true,2023-11-27
PROD00442,NovaTech Serum,Beauty,NovaTech,353.97,216.15,true,2022-05-27
PROD00443,AeroWave Shampoo,Beauty,AeroWave,336.47,223.21,true,2021-10-24
PROD00444,BrightKart Moisturizer,Beauty,BrightKart,347.61,246.65,true,2024-11-24
PROD00445,HomeNest Serum,Beauty,HomeNest,357.69,240.85,true,2021-06-10
PROD00446,CoreMax Cleanser,Beauty,CoreMax,122.69,90.29,true,2022-09-23
PROD00447,NovaTech Moisturizer,Beauty,NovaTech,190.19,141.94,true,2024-10-15
PROD00448,ZenStyle Serum,Beauty,ZenStyle,339.72,276.48,true,2023-05-11
PROD00449,CoreMax Moisturizer,Beauty,CoreMax,94.45,66.94,true,2021-12-25
PROD00450,HomeNest Shampoo,Beauty,HomeNest,272.47,213.21,true,2023-07-25
PROD00451,CoreMax Serum,Beauty,CoreMax,346.09,245.02,true,2023-07-18
PROD00452,AeroWave Shampoo,Beauty,AeroWave,19.17,11.85,true,2023-05-26
PROD00453,BrightKart Moisturizer,Beauty,BrightKart,277.58,174.8,true,2023-11-22
PROD00454,BrightKart Shampoo,Beauty,BrightKart,34.42,29.15,true,2024-06-16
PROD00455,AeroWave Cleanser,Beauty,AeroWave,420.91,258.56,true,2023-03-01
PROD00456,GlowCare Serum,Beauty,GlowCare,409.18,260.37,true,2021-05-12
PROD00457,NovaTech Cleanser,Beauty,NovaTech,345.6,203.94,true,2024-03-10
PROD00458,GlowCare Perfume,Beauty,GlowCare,201.85,156.87,false,2023-03-06
PROD00459,NovaTech Moisturizer,Beauty,NovaTech,400.09,265.15,true,2021-01-16
PROD00460,UrbanLine Serum,Beauty,UrbanLine,154.01,119.31,true,2021-09-07
PROD00461,PrimeEdge Shampoo,Beauty,PrimeEdge,237.99,191.26,true,2024-03-05
PROD00462,PrimeEdge Perfume,Beauty,PrimeEdge,226.1,174.83,true,2024-06-04
PROD00463,PrimeEdge Serum,Beauty,PrimeEdge,60.9,42.93,true,2021-07-19
PROD00464,ZenStyle Moisturizer,Beauty,ZenStyle,321.8,222.42,true,2021-07-30
PROD00465,CoreMax Moisturizer,Beauty,CoreMax,189.74,132.16,true,2021-09-14
PROD00466,PeakFit Serum,Beauty,PeakFit,158.13,95.33,true,2021-09-21
PROD00467,HomeNest Perfume,Beauty,HomeNest,66.58,54.58,true,2023-06-13
PROD00468,ZenStyle Moisturizer,Beauty,ZenStyle,364.59,284.7,true,2021-06-20
PROD00469,GlowCare Serum,Beauty,GlowCare,211.91,172.96,true,2021-10-09
PROD00470,PeakFit Serum,Beauty,PeakFit,324.42,236.11,false,2022-05-21
PROD00471,AeroWave Serum,Beauty,AeroWave,40.13,23.47,true,2022-10-19
PROD00472,AeroWave Serum,Beauty,AeroWave,48.38,37.52,true,2023-07-23
PROD00473,UrbanLine Serum,Beauty,UrbanLine,303.91,231.34,true,2023-04-27
PROD00474,UrbanLine Perfume,Beauty,UrbanLine,467.92,261.19,true,2022-08-12
PROD00475,AeroWave Shampoo,Beauty,AeroWave,15.28,11.93,true,2021-01-26
PROD00476,PrimeEdge Cleanser,Beauty,PrimeEdge,199.49,127.67,true,2023-06-23
PROD00477,GlowCare Serum,Beauty,GlowCare,262.4,195.49,true,2022-09-16
PROD00478,PeakFit Perfume,Beauty,PeakFit,66.16,38.9,true,2022-03-22
PROD00479,PeakFit Perfume,Beauty,PeakFit,44.61,36.19,true,2022-10-30
PROD00480,ZenStyle Perfume,Beauty,ZenStyle,383.16,287.73,true,2022-12-21
PROD00481,UrbanLine Shampoo,Beauty,UrbanLine,135.5,105.43,true,2023-02-04
PROD00482,BrightKart Perfume,Beauty,BrightKart,142.68,100.35,false,2023-05-29
PROD00483,ZenStyle Perfume,Beauty,ZenStyle,318.8,237.81,true,2021-06-10
PROD00484,UrbanLine Cleanser,Beauty,UrbanLine,87.86,53.78,true,2024-11-26
PROD00485,GlowCare Shampoo,Beauty,GlowCare,313.58,259.86,true,2023-01-25
PROD00486,PrimeEdge Shampoo,Beauty,PrimeEdge,393.58,220.45,false,2023-07-02
PROD00487,AeroWave Serum,Beauty,AeroWave,162.05,129.43,true,2023-05-13
PROD00488,HomeNest Moisturizer,Beauty,HomeNest,348.97,268.13,true,2023-06-22
PROD00489,GlowCare Serum,Beauty,GlowCare,117.37,96.86,true,2022-05-31
PROD00490,ZenStyle Perfume,Beauty,ZenStyle,443.79,271.09,true,2023-12-01
PROD00491,NovaTech Moisturizer,Beauty,NovaTech,120.94,69.26,true,2021-03-14
PROD00492,AeroWave Shampoo,Beauty,AeroWave,329.7,222.43,true,2024-11-02
PROD00493,HomeNest Serum,Beauty,HomeNest,363.38,207.81,true,2022-03-09
PROD00494,BrightKart Moisturizer,Beauty,BrightKart,162.92,122.23,true,2024-12-09
PROD00495,CoreMax Moisturizer,Beauty,CoreMax,408.39,279.97,true,2023-10-18
PROD00496,ZenStyle Perfume,Beauty,ZenStyle,237.48,160.16,true,2022-12-18
PROD00497,PrimeEdge Serum,Beauty,PrimeEdge,305.33,221.08,false,2023-09-05
PROD00498,GlowCare Moisturizer,Beauty,GlowCare,316.98,262.77,false,2022-08-25
PROD00499,PrimeEdge Moisturizer,Beauty,PrimeEdge,29.25,20.98,true,2022-04-07
PROD00500,AeroWave Perfume,Beauty,AeroWave,50.18,33.45,true,2021-09-30
